uniprot_id,species
Q96FE7,Homo sapiens
Q96G01,Homo sapiens
Q96G79,Homo sapiens
Q96HB5,Homo sapiens
Q96HS1,Homo sapiens
Q96HW7,Homo sapiens
Q96IF1,Homo sapiens
Q96IL0,Homo sapiens
Q96IV0,Homo sapiens
Q96JE7,Homo sapiens
Q96JE9,Homo sapiens
Q96JI7,Homo sapiens
Q96JJ7,Homo sapiens
Q96JM2,Homo sapiens
Q96K19,Homo sapiens
Q96KB5,Homo sapiens
Q96KR4,Homo sapiens
Q96L73,Homo sapiens
Q96LA5,Homo sapiens
Q96LT9,Homo sapiens
Q96M61,Homo sapiens
Q96M86,Homo sapiens
Q96M91,Homo sapiens
Q96M94,Homo sapiens
Q96MU8,Homo sapiens
Q96MV8,Homo sapiens
Q96NB3,Homo sapiens
Q96NH3,Homo sapiens
Q96NT0,Homo sapiens
Q96NZ8,Homo sapiens
Q96PC5,Homo sapiens
Q96PJ5,Homo sapiens
Q96PN6,Homo sapiens
Q96PR1,Homo sapiens
Q96PU5,Homo sapiens
Q96PX8,Homo sapiens
Q96PZ7,Homo sapiens
Q96Q77,Homo sapiens
Q96QB1,Homo sapiens
Q96QD9,Homo sapiens
Q96QF7,Homo sapiens
Q96QT4,Homo sapiens
Q96QT6,Homo sapiens
Q96RK0-2,Homo sapiens
Q96RL7,Homo sapiens
Q96RQ1,Homo sapiens
Q96RR4,Homo sapiens
Q96SI9,Homo sapiens
Q96SN8,Homo sapiens
Q96ST3,Homo sapiens
Q96T53,Homo sapiens
Q96T58,Homo sapiens
Q96TC7,Homo sapiens
Q99075,Homo sapiens
Q99467,Homo sapiens
Q99558,Homo sapiens
Q99592,Homo sapiens
Q99638,Homo sapiens
Q99683,Homo sapiens
Q99683-2,Homo sapiens
Q99687,Homo sapiens
Q99697,Homo sapiens
Q99705,Homo sapiens
Q99707,Homo sapiens
Q99747,Homo sapiens
Q99758,Homo sapiens
Q99759,Homo sapiens
Q99767,Homo sapiens
Q99832,Homo sapiens
Q99877,Homo sapiens
Q99942,Homo sapiens
Q99959,Homo sapiens
Q99967,Homo sapiens
Q99973,Homo sapiens
Q9BPX6,Homo sapiens
Q9BQ31,Homo sapiens
Q9BQ67,Homo sapiens
Q9BQC3,Homo sapiens
Q9BQG0,Homo sapiens
Q9BQI3,Homo sapiens
Q9BQY4,Homo sapiens
Q9BR39,Homo sapiens
Q9BRA0,Homo sapiens
Q9BRK3,Homo sapiens
Q9BRQ3,Homo sapiens
Q9BRU9,Homo sapiens
Q9BSG1,Homo sapiens
Q9BSQ5,Homo sapiens
Q9BSR8,Homo sapiens
Q9BTA9,Homo sapiens
Q9BTV4,Homo sapiens
Q9BU64,Homo sapiens
Q9BU89,Homo sapiens
Q9BUN8,Homo sapiens
Q9BUQ8,Homo sapiens
Q9BV38,Homo sapiens
Q9BVJ7,Homo sapiens
Q9BVK8,Homo sapiens
Q9BVV2,Homo sapiens
Q9BW04,Homo sapiens
Q9BW19,Homo sapiens
Q9BWG6,Homo sapiens
Q9BWT1,Homo sapiens
Q9BWT1-4,Homo sapiens
Q9BXA7,Homo sapiens
Q9BXI3,Homo sapiens
Q9BXJ4,Homo sapiens
Q9BXK5,Homo sapiens
Q9BXL6,Homo sapiens
Q9BXS9,Homo sapiens
Q9BXT5,Homo sapiens
Q9BXW6,Homo sapiens
Q9BY67,Homo sapiens
Q9BY78,Homo sapiens
Q9BYT3,Homo sapiens
Q9BYW2,Homo sapiens
Q9BZD4,Homo sapiens
Q9BZE4,Homo sapiens
Q9BZH6,Homo sapiens
Q9BZJ7,Homo sapiens
Q9BZL4,Homo sapiens
Q9C0A1,Homo sapiens
Q9C0D2,Homo sapiens
Q9GZM8,Homo sapiens
Q9GZM8-3,Homo sapiens
Q9GZR1,Homo sapiens
Q9GZR5,Homo sapiens
Q9GZT5,Homo sapiens
Q9GZT9,Homo sapiens
Q9GZV5,Homo sapiens
Q9GZY4,Homo sapiens
Q9GZY6,Homo sapiens
Q9GZY8,Homo sapiens
Q9H008,Homo sapiens
Q9H074,Homo sapiens
Q9H0B6,Homo sapiens
Q9H0E7,Homo sapiens
Q9H0K1,Homo sapiens
Q9H0Y0,Homo sapiens
Q9H156,Homo sapiens
Q9H1J1,Homo sapiens
Q9H1K1,Homo sapiens
Q9H2S9,Homo sapiens
Q9H306,Homo sapiens
Q9H400,Homo sapiens
Q9H469,Homo sapiens
Q9H4E5,Homo sapiens
Q9H4F8,Homo sapiens
Q9H5Y7,Homo sapiens
Q9H6H4,Homo sapiens
Q9H6I2,Homo sapiens
Q9H6Q3,Homo sapiens
Q9H6T0,Homo sapiens
Q9H706,Homo sapiens
Q9H7D0,Homo sapiens
Q9H7E2,Homo sapiens
Q9H7X3,Homo sapiens
Q9H892,Homo sapiens
Q9H8L6,Homo sapiens
Q9H8N7,Homo sapiens
Q9H903,Homo sapiens
Q9H9A5,Homo sapiens
Q9H9D4,Homo sapiens
Q9H9F9,Homo sapiens
Q9H9Q4,Homo sapiens
Q9H9Z2,Homo sapiens
Q9HAC7,Homo sapiens
Q9HAP6,Homo sapiens
Q9HAU4,Homo sapiens
Q9HB58,Homo sapiens
Q9HBD1,Homo sapiens
Q9HBE5,Homo sapiens
Q9HBH5,Homo sapiens
Q9HBH9,Homo sapiens
Q9HC77,Homo sapiens
Q9HCC9,Homo sapiens
Q9HCE9,Homo sapiens
Q9HCK4,Homo sapiens
Q9HCK8,Homo sapiens
Q9HCL2,Homo sapiens
Q9HCM9,Homo sapiens
Q9HCQ5,Homo sapiens
Q9HCR9,Homo sapiens
Q9HCS4,Homo sapiens
Q9HCU0,Homo sapiens
Q9HCU4,Homo sapiens
Q9HCU8,Homo sapiens
Q9HCU9,Homo sapiens
Q9HD89,Homo sapiens
Q9NP31,Homo sapiens
Q9NP71,Homo sapiens
Q9NPF4,Homo sapiens
Q9NPF7,Homo sapiens
Q9NPG2,Homo sapiens
Q9NPI1,Homo sapiens
Q9NPY3,Homo sapiens
Q9NQ36,Homo sapiens
Q9NQT8,Homo sapiens
Q9NQU5,Homo sapiens
Q9NQV8,Homo sapiens
Q9NQX5,Homo sapiens
Q9NQZ6,Homo sapiens
Q9NQZ8,Homo sapiens
Q9NR22,Homo sapiens
Q9NR23,Homo sapiens
Q9NR48,Homo sapiens
Q9NR55,Homo sapiens
Q9NRD1,Homo sapiens
Q9NRG4,Homo sapiens
Q9NRK6,Homo sapiens
Q9NRX2,Homo sapiens
Q9NS23-2,Homo sapiens
Q9NS28,Homo sapiens
Q9NS71,Homo sapiens
Q9NSA0,Homo sapiens
Q9NSI8,Homo sapiens
Q9NSK0,Homo sapiens
Q9NTJ5,Homo sapiens
Q9NUB1,Homo sapiens
Q9NUM4,Homo sapiens
Q9NUY8,Homo sapiens
Q9NV31,Homo sapiens
Q9NV70,Homo sapiens
Q9NVV0,Homo sapiens
Q9NVV9,Homo sapiens
Q9NWS0,Homo sapiens
Q9NWU2,Homo sapiens
Q9NX14,Homo sapiens
Q9NX46,Homo sapiens
Q9NY33,Homo sapiens
Q9NYF0,Homo sapiens
Q9NYK5,Homo sapiens
Q9NYQ7,Homo sapiens
Q9NYY3,Homo sapiens
Q9NYZ4,Homo sapiens
Q9NZI5,Homo sapiens
Q9NZJ0,Homo sapiens
Q9NZM5,Homo sapiens
Q9NZM6,Homo sapiens
Q9P003,Homo sapiens
Q9P0J7,Homo sapiens
Q9P0K1,Homo sapiens
Q9P0L9,Homo sapiens
Q9P0N9,Homo sapiens
Q9P0N9-4,Homo sapiens
Q9P0U3,Homo sapiens
Q9P0V3,Homo sapiens
Q9P0V3-2,Homo sapiens
Q9P1Z3,Homo sapiens
Q9P286,Homo sapiens
Q9P2F6,Homo sapiens
Q9P2K8,Homo sapiens
Q9P2P5,Homo sapiens
Q9UBC5,Homo sapiens
Q9UBF8,Homo sapiens
Q9UBH6,Homo sapiens
Q9UBT7,Homo sapiens
Q9UBZ9,Homo sapiens
Q9UDX3,Homo sapiens
Q9UEW8,Homo sapiens
Q9UGI0,Homo sapiens
Q9UGI6,Homo sapiens
Q9UGI8,Homo sapiens
Q9UGP8,Homo sapiens
Q9UGR2,Homo sapiens
Q9UHC3,Homo sapiens
Q9UHC6,Homo sapiens
Q9UHI6,Homo sapiens
Q9UHN6,Homo sapiens
Q9UI08,Homo sapiens
Q9UI46,Homo sapiens
Q9UI47,Homo sapiens
Q9UID6,Homo sapiens
Q9UII4,Homo sapiens
Q9UIK4,Homo sapiens
Q9UJ70,Homo sapiens
Q9UJJ9,Homo sapiens
Q9UJM3,Homo sapiens
Q9UJU6,Homo sapiens
Q9UJX6,Homo sapiens
Q9UK53,Homo sapiens
Q9UKF5,Homo sapiens
Q9UKF7,Homo sapiens
Q9UKK6,Homo sapiens
Q9UKN7,Homo sapiens
Q9UKP3,Homo sapiens
Q9UKP4,Homo sapiens
Q9UKV0,Homo sapiens
Q9UKW4,Homo sapiens
Q9UL03,Homo sapiens
Q9UL41,Homo sapiens
Q9ULD0,Homo sapiens
Q9ULJ1,Homo sapiens
Q9ULP0,Homo sapiens
Q9ULW8,Homo sapiens
Q9ULX6,Homo sapiens
Q9ULX9,Homo sapiens
Q9UM01,Homo sapiens
Q9UM47,Homo sapiens
Q9UMS4,Homo sapiens
Q9UMX5,Homo sapiens
Q9UMX6,Homo sapiens
Q9UMX9,Homo sapiens
Q9UN73,Homo sapiens
Q9UN76,Homo sapiens
Q9UNN8,Homo sapiens
Q9UPA5,Homo sapiens
Q9UPN4,Homo sapiens
Q9UPQ4,Homo sapiens
Q9UPQ7,Homo sapiens
Q9UPZ3,Homo sapiens
Q9UQ03,Homo sapiens
Q9UQ26,Homo sapiens
Q9UQ26-2,Homo sapiens
Q9UQ26-4,Homo sapiens
Q9UQ84,Homo sapiens
Q9UQB8,Homo sapiens
Q9UQC2,Homo sapiens
Q9UQE7,Homo sapiens
Q9UQL6,Homo sapiens
Q9UQQ2,Homo sapiens
Q9WJR5,Homo sapiens
Q9WVS8-4,Mus musculus
Q9Y217,Homo sapiens
Q9Y222,Homo sapiens
Q9Y252,Homo sapiens
Q9Y253,Homo sapiens
Q9Y255,Homo sapiens
Q9Y278,Homo sapiens
Q9Y283,Homo sapiens
Q9Y2C9,Homo sapiens
Q9Y2H0,Homo sapiens
Q9Y2J0,Homo sapiens
Q9Y2K2,Homo sapiens
Q9Y2P5,Homo sapiens
Q9Y2U5,Homo sapiens
Q9Y3C5,Homo sapiens
Q9Y3C6,Homo sapiens
Q9Y3E1,Homo sapiens
Q9Y3M2,Homo sapiens
Q9Y3Q0,Homo sapiens
Q9Y3R0,Homo sapiens
Q9Y446,Homo sapiens
Q9Y467,Homo sapiens
Q9Y493,Homo sapiens
Q9Y4D8,Homo sapiens
Q9Y4G2,Homo sapiens
Q9Y4G6,Homo sapiens
Q9Y4H2,Homo sapiens
Q9Y4H4,Homo sapiens
Q9Y4L5,Homo sapiens
Q9Y4X4,Homo sapiens
Q9Y580,Homo sapiens
Q9Y5H5,Homo sapiens
Q9Y5R8,Homo sapiens
Q9Y5T5,Homo sapiens
Q9Y606,Homo sapiens
Q9Y6A2,Homo sapiens
Q9Y6B6,Homo sapiens
Q9Y6D5,Homo sapiens
Q9Y6F1,Homo sapiens
Q9Y6I9,Homo sapiens
Q9Y6K8,Homo sapiens
Q9Y6M1,Homo sapiens
Q9Y6Q6,Homo sapiens
Q9Y6R0,Homo sapiens
Q9Y6W6,Homo sapiens
Q9Y6X2,Homo sapiens
Q9Y6X9,Homo sapiens
Q9Z330-1,Rattus norvegicus
R0K2T9,Anas platyrhynchos
R0LF94,Anas platyrhynchos
U3I2N3,Anas platyrhynchos platyrhynchos
U3J4L6,Anas platyrhynchos platyrhynchos
U3JDK9,Ficedula albicollis
U3JPY1,Ficedula albicollis
U3JS50,Ficedula albicollis
U3K2Q5,Ficedula albicollis
U3K757,Ficedula albicollis
U3KBH2,Ficedula albicollis
U3KHU8,Ficedula albicollis
W5K417,Astyanax mexicanus
W5K4A4,Astyanax mexicanus
W5KAM6,Astyanax mexicanus
W5KN37,Astyanax mexicanus
W5KVR7,Astyanax mexicanus
W5KZ64,Astyanax mexicanus
W5L6J7,Astyanax mexicanus
W5LXG1,Lepisosteus oculatus
W5M0X9,Lepisosteus oculatus
W5M352,Lepisosteus oculatus
W5M4V9,Lepisosteus oculatus
W5M717,Lepisosteus oculatus
W5M8M5,Lepisosteus oculatus
W5MAH5,Lepisosteus oculatus
W5MD21,Lepisosteus oculatus
W5MDY8,Lepisosteus oculatus
W5MEC4,Lepisosteus oculatus
W5MJ65,Lepisosteus oculatus
W5MLP0,Lepisosteus oculatus
W5MML6,Lepisosteus oculatus
W5MPG8,Lepisosteus oculatus
W5MQG2,Lepisosteus oculatus
W5N260,Lepisosteus oculatus
W5N2T2,Lepisosteus oculatus
W5N4G7,Lepisosteus oculatus
W5N5B5,Lepisosteus oculatus
W5N5G9,Lepisosteus oculatus
W5N5R0,Lepisosteus oculatus
W5N8E0,Lepisosteus oculatus
W5N8Y6,Lepisosteus oculatus
W5NA51,Lepisosteus oculatus
W5NAN1,Lepisosteus oculatus
W5NB48,Lepisosteus oculatus
W5NCC6,Lepisosteus oculatus
W5NCV1,Lepisosteus oculatus
W5NFK1,Lepisosteus oculatus
W5NH44,Lepisosteus oculatus
W5NK77,Lepisosteus oculatus
W5NWN8,unresolved_or_inactive
W5PBZ8,unresolved_or_inactive
W5PJ82,unresolved_or_inactive
W5PWJ0,unresolved_or_inactive
W5PYE7,unresolved_or_inactive
W5PYN7,unresolved_or_inactive
W5Q9H1,unresolved_or_inactive
W5QBK9,unresolved_or_inactive
W5QFY1,unresolved_or_inactive
W8BZ02,Ornithorhynchus anatinus
